year,id,topfederalrate,topstaterate,state_full
1982,39,48.9,2.2,"PENNSYLVANIA"
1983,39,48.77,2.45,"PENNSYLVANIA"
1984,39,48.8,2.4,"PENNSYLVANIA"
1985,39,48.83,2.35,"PENNSYLVANIA"
1986,39,48.92,2.16,"PENNSYLVANIA"
1987,39,37.69,2.1,"PENNSYLVANIA"
1988,39,27.41,2.1,"PENNSYLVANIA"
1989,39,27.41,2.1,"PENNSYLVANIA"
1990,39,27.41,2.1,"PENNSYLVANIA"
1991,39,31.12,2.6,"PENNSYLVANIA"
1992,39,31.02,2.95,"PENNSYLVANIA"
1993,39,39.68,2.8,"PENNSYLVANIA"
1994,39,39.68,2.8,"PENNSYLVANIA"
1995,39,39.68,2.8,"PENNSYLVANIA"
1996,39,39.68,2.8,"PENNSYLVANIA"
1997,39,39.68,2.8,"PENNSYLVANIA"
1998,39,39.68,2.8,"PENNSYLVANIA"
1999,39,39.68,2.8,"PENNSYLVANIA"
2000,39,39.68,2.8,"PENNSYLVANIA"
2001,39,39.18,2.8,"PENNSYLVANIA"
2002,39,38.68,2.8,"PENNSYLVANIA"
2003,39,35.07,2.8,"PENNSYLVANIA"
2004,39,34.98,3.07,"PENNSYLVANIA"
2005,39,34.98,3.07,"PENNSYLVANIA"
2006,39,34.63,3.07,"PENNSYLVANIA"
2007,39,34.63,3.07,"PENNSYLVANIA"
2008,39,34.28,3.07,"PENNSYLVANIA"
2009,39,34.28,3.07,"PENNSYLVANIA"
2010,39,33.93,3.07,"PENNSYLVANIA"
2011,39,33.93,3.07,"PENNSYLVANIA"
2012,39,33.93,3.07,"PENNSYLVANIA"
2013,39,39.57,3.07,"PENNSYLVANIA"
2014,39,39.57,3.07,"PENNSYLVANIA"
2015,39,39.57,3.07,"PENNSYLVANIA"
2016,39,39.57,3.07,"PENNSYLVANIA"
2017,39,39.57,3.07,"PENNSYLVANIA"
2018,39,37,3.07,"PENNSYLVANIA"
1977,40,61.76,11.74,"RHODE ISLAND"
1978,40,61.76,11.74,"RHODE ISLAND"
1979,40,45.66,8.68,"RHODE ISLAND"
1980,40,45.66,8.68,"RHODE ISLAND"
1981,40,45.61,8.78,"RHODE ISLAND"
1982,40,45.06,9.87,"RHODE ISLAND"
1983,40,44.09,11.79,"RHODE ISLAND"
1984,40,44.33,11.31,"RHODE ISLAND"
1985,40,44.8,10.37,"RHODE ISLAND"
1986,40,45,9.99,"RHODE ISLAND"
1987,40,35.31,8.28,"RHODE ISLAND"
1988,40,26.31,6.04,"RHODE ISLAND"
1989,40,26.31,6.04,"RHODE ISLAND"
1990,40,26.31,6.04,"RHODE ISLAND"
1991,40,29.81,6.84,"RHODE ISLAND"
1992,40,29.42,8.09,"RHODE ISLAND"
1993,40,36.78,10.11,"RHODE ISLAND"
1994,40,36.78,10.11,"RHODE ISLAND"
1995,40,36.78,10.11,"RHODE ISLAND"
1996,40,36.78,10.11,"RHODE ISLAND"
1997,40,36.78,10.11,"RHODE ISLAND"
1998,40,36.84,9.95,"RHODE ISLAND"
1999,40,36.91,9.78,"RHODE ISLAND"
2000,40,36.98,9.61,"RHODE ISLAND"
2001,40,36.58,9.45,"RHODE ISLAND"
2002,40,36.17,9.28,"RHODE ISLAND"
2003,40,32.8,9.28,"RHODE ISLAND"
2004,40,32.8,9.28,"RHODE ISLAND"
2005,40,32.8,9.28,"RHODE ISLAND"
2006,40,32.49,9.19,"RHODE ISLAND"
2007,40,33.07,7.5,"RHODE ISLAND"
2008,40,32.9,7,"RHODE ISLAND"
2009,40,33.07,6.5,"RHODE ISLAND"
2010,40,32.9,6,"RHODE ISLAND"
2011,40,32.9,5.99,"RHODE ISLAND"
2012,40,32.9,5.99,"RHODE ISLAND"
2013,40,38.42,5.99,"RHODE ISLAND"
2014,40,38.42,5.99,"RHODE ISLAND"
2015,40,38.42,5.99,"RHODE ISLAND"
2016,40,38.42,5.99,"RHODE ISLAND"
2017,40,38.42,5.99,"RHODE ISLAND"
2018,40,37,5.99,"RHODE ISLAND"
1977,41,65.1,7,"SOUTH CAROLINA"
1978,41,65.1,7,"SOUTH CAROLINA"
1979,41,46.5,7,"SOUTH CAROLINA"
1980,41,46.5,7,"SOUTH CAROLINA"
1981,41,46.5,7,"SOUTH CAROLINA"
1982,41,46.5,7,"SOUTH CAROLINA"
1983,41,46.5,7,"SOUTH CAROLINA"
1984,41,46.5,7,"SOUTH CAROLINA"
1985,41,46.5,7,"SOUTH CAROLINA"
1986,41,46.5,7,"SOUTH CAROLINA"
1987,41,35.8,7,"SOUTH CAROLINA"
1988,41,26.04,7,"SOUTH CAROLINA"
1989,41,26.04,7,"SOUTH CAROLINA"
1990,41,26.04,7,"SOUTH CAROLINA"
1991,41,29.74,7.08,"SOUTH CAROLINA"
1992,41,29.74,7.08,"SOUTH CAROLINA"
1993,41,37.99,7.08,"SOUTH CAROLINA"
1994,41,37.99,7.08,"SOUTH CAROLINA"
1995,41,37.99,7.08,"SOUTH CAROLINA"
1996,41,37.99,7.08,"SOUTH CAROLINA"
1997,41,37.99,7.08,"SOUTH CAROLINA"
1998,41,37.99,7.08,"SOUTH CAROLINA"
1999,41,37.99,7.08,"SOUTH CAROLINA"
2000,41,37.99,7.08,"SOUTH CAROLINA"
2001,41,37.51,7.08,"SOUTH CAROLINA"
2002,41,37.03,7.08,"SOUTH CAROLINA"
2003,41,33.57,7.08,"SOUTH CAROLINA"
2004,41,33.57,7.08,"SOUTH CAROLINA"
2005,41,33.57,7.08,"SOUTH CAROLINA"
2006,41,33.23,7.05,"SOUTH CAROLINA"
2007,41,33.23,7.05,"SOUTH CAROLINA"
2008,41,32.89,7.03,"SOUTH CAROLINA"
2009,41,32.89,7.03,"SOUTH CAROLINA"
2010,41,32.55,7,"SOUTH CAROLINA"
2011,41,32.55,7,"SOUTH CAROLINA"
2012,41,32.55,7,"SOUTH CAROLINA"
2013,41,37.98,7.08,"SOUTH CAROLINA"
2014,41,37.98,7.08,"SOUTH CAROLINA"
2015,41,37.98,7.08,"SOUTH CAROLINA"
2016,41,37.98,7.08,"SOUTH CAROLINA"
2017,41,37.98,7.08,"SOUTH CAROLINA"
2018,41,37,7,"SOUTH CAROLINA"
1977,42,70,0,"SOUTH DAKOTA"
1978,42,70,0,"SOUTH DAKOTA"
1979,42,50.01,0,"SOUTH DAKOTA"
1980,42,50.01,0,"SOUTH DAKOTA"
1981,42,50.01,0,"SOUTH DAKOTA"
1982,42,50,0,"SOUTH DAKOTA"
1983,42,50,0,"SOUTH DAKOTA"
1984,42,50,0,"SOUTH DAKOTA"
1985,42,50,0,"SOUTH DAKOTA"
1986,42,50,0,"SOUTH DAKOTA"
1987,42,38.5,0,"SOUTH DAKOTA"
1988,42,28,0,"SOUTH DAKOTA"
1989,42,28,0,"SOUTH DAKOTA"
1990,42,28,0,"SOUTH DAKOTA"
1991,42,31.93,0,"SOUTH DAKOTA"
1992,42,31.93,0,"SOUTH DAKOTA"
1993,42,40.79,0,"SOUTH DAKOTA"
1994,42,40.79,0,"SOUTH DAKOTA"
1995,42,40.79,0,"SOUTH DAKOTA"
1996,42,40.79,0,"SOUTH DAKOTA"
1997,42,40.79,0,"SOUTH DAKOTA"
1998,42,40.79,0,"SOUTH DAKOTA"
1999,42,40.79,0,"SOUTH DAKOTA"
2000,42,40.79,0,"SOUTH DAKOTA"
2001,42,40.27,0,"SOUTH DAKOTA"
2002,42,39.76,0,"SOUTH DAKOTA"
2003,42,36.05,0,"SOUTH DAKOTA"
2004,42,36.05,0,"SOUTH DAKOTA"
2005,42,36.05,0,"SOUTH DAKOTA"
2006,42,35.7,0,"SOUTH DAKOTA"
2007,42,35.7,0,"SOUTH DAKOTA"
2008,42,35.35,0,"SOUTH DAKOTA"
2009,42,35.35,0,"SOUTH DAKOTA"
2010,42,35,0,"SOUTH DAKOTA"
2011,42,35,0,"SOUTH DAKOTA"
2012,42,35,0,"SOUTH DAKOTA"
2013,42,40.79,0,"SOUTH DAKOTA"
2014,42,40.79,0,"SOUTH DAKOTA"
2015,42,40.79,0,"SOUTH DAKOTA"
2016,42,40.79,0,"SOUTH DAKOTA"
2017,42,40.79,0,"SOUTH DAKOTA"
2018,42,37,0,"SOUTH DAKOTA"
1977,43,70,0,"TENNESSEE"
1978,43,70,0,"TENNESSEE"
1979,43,50.01,0,"TENNESSEE"
1980,43,50.01,0,"TENNESSEE"
1981,43,50.01,0,"TENNESSEE"
1982,43,50,0,"TENNESSEE"
1983,43,50,0,"TENNESSEE"
1984,43,50,0,"TENNESSEE"
1985,43,50,0,"TENNESSEE"
1986,43,50,0,"TENNESSEE"
1987,43,38.5,0,"TENNESSEE"
1988,43,28,0,"TENNESSEE"
1989,43,28,0,"TENNESSEE"
1990,43,28,0,"TENNESSEE"
1991,43,31.93,0,"TENNESSEE"
1992,43,31.93,0,"TENNESSEE"
1993,43,40.79,0,"TENNESSEE"
1994,43,40.79,0,"TENNESSEE"
1995,43,40.79,0,"TENNESSEE"
1996,43,40.79,0,"TENNESSEE"
1997,43,40.79,0,"TENNESSEE"
1998,43,40.79,0,"TENNESSEE"
1999,43,40.79,0,"TENNESSEE"
2000,43,40.79,0,"TENNESSEE"
2001,43,40.27,0,"TENNESSEE"
2002,43,39.76,0,"TENNESSEE"
2003,43,36.05,0,"TENNESSEE"
2004,43,36.05,0,"TENNESSEE"
2005,43,36.05,0,"TENNESSEE"
2006,43,35.7,0,"TENNESSEE"
2007,43,35.7,0,"TENNESSEE"
2008,43,35.35,0,"TENNESSEE"
2009,43,35.35,0,"TENNESSEE"
2010,43,35,0,"TENNESSEE"
2011,43,35,0,"TENNESSEE"
2012,43,35,0,"TENNESSEE"
2013,43,40.79,0,"TENNESSEE"
2014,43,40.79,0,"TENNESSEE"
2015,43,40.79,0,"TENNESSEE"
2016,43,40.79,0,"TENNESSEE"
2017,43,40.79,0,"TENNESSEE"
2018,43,37,0,"TENNESSEE"
1977,44,70,0,"TEXAS"
1978,44,70,0,"TEXAS"
1979,44,50.01,0,"TEXAS"
1980,44,50.01,0,"TEXAS"
1981,44,50.01,0,"TEXAS"
1982,44,50,0,"TEXAS"
1983,44,50,0,"TEXAS"
1984,44,50,0,"TEXAS"
1985,44,50,0,"TEXAS"
1986,44,50,0,"TEXAS"
1987,44,38.5,0,"TEXAS"
1988,44,28,0,"TEXAS"
1989,44,28,0,"TEXAS"
1990,44,28,0,"TEXAS"
1991,44,31.93,0,"TEXAS"
1992,44,31.93,0,"TEXAS"
1993,44,40.79,0,"TEXAS"
1994,44,40.79,0,"TEXAS"
1995,44,40.79,0,"TEXAS"
1996,44,40.79,0,"TEXAS"
1997,44,40.79,0,"TEXAS"
1998,44,40.79,0,"TEXAS"
1999,44,40.79,0,"TEXAS"
2000,44,40.79,0,"TEXAS"
2001,44,40.27,0,"TEXAS"
2002,44,39.76,0,"TEXAS"
2003,44,36.05,0,"TEXAS"
2004,44,36.05,0,"TEXAS"
2005,44,36.05,0,"TEXAS"
2006,44,35.7,0,"TEXAS"
2007,44,35.7,0,"TEXAS"
2008,44,35.35,0,"TEXAS"
2009,44,35.35,0,"TEXAS"
2010,44,35,0,"TEXAS"
2011,44,35,0,"TEXAS"
2012,44,35,0,"TEXAS"
2013,44,40.79,0,"TEXAS"
2014,44,40.79,0,"TEXAS"
2015,44,40.79,0,"TEXAS"
2016,44,40.79,0,"TEXAS"
2017,44,40.79,0,"TEXAS"
2018,44,37,0,"TEXAS"
1977,45,68.28,2.46,"UTAH"
1978,45,68.28,2.46,"UTAH"
1979,45,47.99,4.03,"UTAH"
1980,45,47.99,4.03,"UTAH"
1981,45,47.99,4.03,"UTAH"
1982,45,47.98,4.03,"UTAH"
1983,45,47.98,4.03,"UTAH"
1984,45,47.98,4.03,"UTAH"
1985,45,47.98,4.03,"UTAH"
1986,45,47.98,4.03,"UTAH"
1987,45,35.52,7.75,"UTAH"
1988,45,26.16,6.58,"UTAH"
1989,45,26.25,6.26,"UTAH"
1990,45,26.25,6.26,"UTAH"
1991,45,29.97,6.34,"UTAH"
1992,45,29.97,6.34,"UTAH"
1993,45,38.35,6.16,"UTAH"
1994,45,38.35,6.16,"UTAH"
1995,45,38.35,6.16,"UTAH"
1996,45,38.42,5.99,"UTAH"
1997,45,38.42,5.99,"UTAH"
1998,45,38.42,5.99,"UTAH"
1999,45,38.42,5.99,"UTAH"
2000,45,38.42,5.99,"UTAH"
2001,45,37.92,6.01,"UTAH"
2002,45,37.43,6.02,"UTAH"
2003,45,33.9,6.15,"UTAH"
2004,45,33.9,6.15,"UTAH"
2005,45,33.9,6.15,"UTAH"
2006,45,33.58,6.07,"UTAH"
2007,45,33.83,5.35,"UTAH"
2008,45,33.6,5,"UTAH"
2009,45,33.6,5,"UTAH"
2010,45,33.25,5,"UTAH"
2011,45,33.25,5,"UTAH"
2012,45,33.25,5,"UTAH"
2013,45,38.81,5,"UTAH"
2014,45,38.81,5,"UTAH"
2015,45,38.81,5,"UTAH"
2016,45,38.81,5,"UTAH"
2017,45,38.81,5,"UTAH"
2018,45,37,4.95,"UTAH"
1977,46,59.52,14.88,"VERMONT"
1978,46,59.52,14.88,"VERMONT"
1979,46,43.04,13.86,"VERMONT"
1980,46,43.04,13.86,"VERMONT"
1981,46,43.12,13.71,"VERMONT"
1982,46,44.63,10.71,"VERMONT"
1983,46,44.24,11.5,"VERMONT"
1984,46,44.24,11.5,"VERMONT"
1985,46,44.14,11.7,"VERMONT"
1986,46,44.14,11.7,"VERMONT"
1987,46,35.02,9.03,"VERMONT"
1988,46,26.31,6.05,"VERMONT"
1989,46,26.17,6.54,"VERMONT"
1990,46,26.17,6.54,"VERMONT"
1991,46,28.88,9.82,"VERMONT"
1992,46,28.88,9.82,"VERMONT"
1993,46,35.94,12.22,"VERMONT"
1994,46,37.11,9.28,"VERMONT"
1995,46,37.11,9.28,"VERMONT"
1996,46,37.11,9.28,"VERMONT"
1997,46,37.11,9.28,"VERMONT"
1998,46,37.11,9.28,"VERMONT"
1999,46,37.11,9.28,"VERMONT"
2000,46,37.24,8.94,"VERMONT"
2001,46,36.78,8.94,"VERMONT"
2002,46,36.31,8.94,"VERMONT"
2003,46,32.92,8.94,"VERMONT"
2004,46,32.92,8.94,"VERMONT"
2005,46,32.92,8.94,"VERMONT"
2006,46,32.6,8.85,"VERMONT"
2007,46,32.6,8.85,"VERMONT"
2008,46,32.28,8.76,"VERMONT"
2009,46,32.31,8.68,"VERMONT"
2010,46,32.12,8.21,"VERMONT"
2011,46,32.12,8.21,"VERMONT"
2012,46,32.12,8.21,"VERMONT"
2013,46,37.43,8.46,"VERMONT"
2014,46,37.43,8.46,"VERMONT"
2015,46,37.24,8.95,"VERMONT"
2016,46,37.24,8.95,"VERMONT"
2017,46,37.24,8.95,"VERMONT"
2018,46,37,8.75,"VERMONT"
1977,47,65.97,5.75,"VIRGINIA"
1978,47,65.97,5.75,"VIRGINIA"
1979,47,47.13,5.75,"VIRGINIA"
1980,47,47.13,5.75,"VIRGINIA"
1981,47,47.13,5.75,"VIRGINIA"
1982,47,47.12,5.75,"VIRGINIA"
1983,47,47.12,5.75,"VIRGINIA"
1984,47,47.12,5.75,"VIRGINIA"
1985,47,47.12,5.75,"VIRGINIA"
1986,47,47.12,5.75,"VIRGINIA"
1987,47,36.29,5.75,"VIRGINIA"
1988,47,26.39,5.75,"VIRGINIA"
1989,47,26.39,5.75,"VIRGINIA"
1990,47,26.39,5.75,"VIRGINIA"
1991,47,30.13,5.82,"VIRGINIA"
1992,47,30.12,5.82,"VIRGINIA"
1993,47,38.48,5.82,"VIRGINIA"
1994,47,38.48,5.82,"VIRGINIA"
1995,47,38.48,5.82,"VIRGINIA"
1996,47,38.48,5.82,"VIRGINIA"
1997,47,38.48,5.82,"VIRGINIA"
1998,47,38.48,5.82,"VIRGINIA"
1999,47,38.48,5.82,"VIRGINIA"
2000,47,38.48,5.82,"VIRGINIA"
2001,47,38,5.82,"VIRGINIA"
2002,47,37.51,5.82,"VIRGINIA"
2003,47,34.01,5.82,"VIRGINIA"
2004,47,34.01,5.82,"VIRGINIA"
2005,47,34.01,5.82,"VIRGINIA"
2006,47,33.68,5.77,"VIRGINIA"
2007,47,33.68,5.77,"VIRGINIA"
2008,47,33.35,5.71,"VIRGINIA"
2009,47,33.35,5.71,"VIRGINIA"
2010,47,33.02,5.65,"VIRGINIA"
2011,47,33.02,5.65,"VIRGINIA"
2012,47,33.02,5.65,"VIRGINIA"
2013,47,38.48,5.83,"VIRGINIA"
2014,47,38.48,5.83,"VIRGINIA"
2015,47,38.48,5.83,"VIRGINIA"
2016,47,38.48,5.83,"VIRGINIA"
2017,47,38.48,5.83,"VIRGINIA"
2018,47,37,5.75,"VIRGINIA"
1977,48,70,0,"WASHINGTON"
1978,48,70,0,"WASHINGTON"
1979,48,50.01,0,"WASHINGTON"
1980,48,50.01,0,"WASHINGTON"
1981,48,50.01,0,"WASHINGTON"
1982,48,50,0,"WASHINGTON"
1983,48,50,0,"WASHINGTON"
1984,48,50,0,"WASHINGTON"
1985,48,50,0,"WASHINGTON"
1986,48,50,0,"WASHINGTON"
1987,48,38.5,0,"WASHINGTON"
1988,48,28,0,"WASHINGTON"
1989,48,28,0,"WASHINGTON"
1990,48,28,0,"WASHINGTON"
1991,48,31.93,0,"WASHINGTON"
1992,48,31.93,0,"WASHINGTON"
1993,48,40.79,0,"WASHINGTON"
1994,48,40.79,0,"WASHINGTON"
1995,48,40.79,0,"WASHINGTON"
1996,48,40.79,0,"WASHINGTON"
1997,48,40.79,0,"WASHINGTON"
1998,48,40.79,0,"WASHINGTON"
1999,48,40.79,0,"WASHINGTON"
2000,48,40.79,0,"WASHINGTON"
2001,48,40.27,0,"WASHINGTON"
2002,48,39.76,0,"WASHINGTON"
2003,48,36.05,0,"WASHINGTON"
2004,48,36.05,0,"WASHINGTON"
2005,48,36.05,0,"WASHINGTON"
2006,48,35.7,0,"WASHINGTON"
2007,48,35.7,0,"WASHINGTON"
2008,48,35.35,0,"WASHINGTON"
2009,48,35.35,0,"WASHINGTON"
2010,48,35,0,"WASHINGTON"
2011,48,35,0,"WASHINGTON"
2012,48,35,0,"WASHINGTON"
2013,48,40.79,0,"WASHINGTON"
2014,48,40.79,0,"WASHINGTON"
2015,48,40.79,0,"WASHINGTON"
2016,48,40.79,0,"WASHINGTON"
2017,48,40.79,0,"WASHINGTON"
2018,48,37,0,"WASHINGTON"
1977,49,63.86,8.76,"WEST VIRGINIA"
1978,49,63.86,8.76,"WEST VIRGINIA"
1979,49,45.62,8.76,"WEST VIRGINIA"
1980,49,45.62,8.76,"WEST VIRGINIA"
1981,49,45.62,8.76,"WEST VIRGINIA"
1982,49,45.62,8.76,"WEST VIRGINIA"
1983,49,44.14,11.69,"WEST VIRGINIA"
1984,49,43.63,12.7,"WEST VIRGINIA"
1985,49,43.93,12.11,"WEST VIRGINIA"
1986,49,44.24,11.5,"WEST VIRGINIA"
1987,49,36,6.5,"WEST VIRGINIA"
1988,49,26.18,6.5,"WEST VIRGINIA"
1989,49,26.18,6.5,"WEST VIRGINIA"
1990,49,26.18,6.5,"WEST VIRGINIA"
1991,49,29.91,6.5,"WEST VIRGINIA"
1992,49,29.91,6.5,"WEST VIRGINIA"
1993,49,38.21,6.5,"WEST VIRGINIA"
1994,49,38.21,6.5,"WEST VIRGINIA"
1995,49,38.21,6.5,"WEST VIRGINIA"
1996,49,38.21,6.5,"WEST VIRGINIA"
1997,49,38.21,6.5,"WEST VIRGINIA"
1998,49,38.21,6.5,"WEST VIRGINIA"
1999,49,38.21,6.5,"WEST VIRGINIA"
2000,49,38.21,6.5,"WEST VIRGINIA"
2001,49,37.73,6.5,"WEST VIRGINIA"
2002,49,37.25,6.5,"WEST VIRGINIA"
2003,49,33.77,6.5,"WEST VIRGINIA"
2004,49,33.77,6.5,"WEST VIRGINIA"
2005,49,33.77,6.5,"WEST VIRGINIA"
2006,49,33.42,6.5,"WEST VIRGINIA"
2007,49,33.42,6.5,"WEST VIRGINIA"
2008,49,33.07,6.5,"WEST VIRGINIA"
2009,49,33.07,6.5,"WEST VIRGINIA"
2010,49,32.73,6.5,"WEST VIRGINIA"
2011,49,32.73,6.5,"WEST VIRGINIA"
2012,49,32.73,6.5,"WEST VIRGINIA"
2013,49,38.21,6.5,"WEST VIRGINIA"
2014,49,38.21,6.5,"WEST VIRGINIA"
2015,49,38.21,6.5,"WEST VIRGINIA"
2016,49,38.21,6.5,"WEST VIRGINIA"
2017,49,38.21,6.5,"WEST VIRGINIA"
2018,49,37,6.5,"WEST VIRGINIA"
1977,50,62.83,10.23,"WISCONSIN"
1978,50,62.83,10.23,"WISCONSIN"
1979,50,45,10,"WISCONSIN"
1980,50,45,10,"WISCONSIN"
1981,50,45,10,"WISCONSIN"
1982,50,45,10,"WISCONSIN"
1983,50,44.5,11,"WISCONSIN"
1984,50,45,10,"WISCONSIN"
1985,50,45,10,"WISCONSIN"
1986,50,46.05,7.9,"WISCONSIN"
1987,50,35.83,6.93,"WISCONSIN"
1988,50,26.06,6.93,"WISCONSIN"
1989,50,26.06,6.93,"WISCONSIN"
1990,50,26.06,6.93,"WISCONSIN"
1991,50,29.78,6.93,"WISCONSIN"
1992,50,29.78,6.93,"WISCONSIN"
1993,50,38.04,6.93,"WISCONSIN"
1994,50,38.04,6.93,"WISCONSIN"
1995,50,38.04,6.93,"WISCONSIN"
1996,50,38.04,6.93,"WISCONSIN"
1997,50,38.04,6.93,"WISCONSIN"
1998,50,38.11,6.77,"WISCONSIN"
1999,50,38.11,6.77,"WISCONSIN"
2000,50,38.11,6.75,"WISCONSIN"
2001,50,37.63,6.75,"WISCONSIN"
2002,50,37.15,6.75,"WISCONSIN"
2003,50,33.69,6.75,"WISCONSIN"
2004,50,33.69,6.75,"WISCONSIN"
2005,50,33.69,6.75,"WISCONSIN"
2006,50,33.34,6.75,"WISCONSIN"
2007,50,33.34,6.75,"WISCONSIN"
2008,50,32.99,6.75,"WISCONSIN"
2009,50,32.64,7.75,"WISCONSIN"
2010,50,32.29,7.75,"WISCONSIN"
2011,50,32.29,7.75,"WISCONSIN"
2012,50,32.29,7.75,"WISCONSIN"
2013,50,37.76,7.65,"WISCONSIN"
2014,50,37.76,7.65,"WISCONSIN"
2015,50,37.76,7.65,"WISCONSIN"
2016,50,37.76,7.65,"WISCONSIN"
2017,50,37.76,7.65,"WISCONSIN"
2018,50,37,7.65,"WISCONSIN"
1977,51,70,0,"WYOMING"
1978,51,70,0,"WYOMING"
1979,51,50.01,0,"WYOMING"
1980,51,50.01,0,"WYOMING"
1981,51,50.01,0,"WYOMING"
1982,51,50,0,"WYOMING"
1983,51,50,0,"WYOMING"
1984,51,50,0,"WYOMING"
1985,51,50,0,"WYOMING"
1986,51,50,0,"WYOMING"
1987,51,38.5,0,"WYOMING"
1988,51,28,0,"WYOMING"
1989,51,28,0,"WYOMING"
1990,51,28,0,"WYOMING"
1991,51,31.93,0,"WYOMING"
1992,51,31.93,0,"WYOMING"
1993,51,40.79,0,"WYOMING"
1994,51,40.79,0,"WYOMING"
1995,51,40.79,0,"WYOMING"
1996,51,40.79,0,"WYOMING"
1997,51,40.79,0,"WYOMING"
1998,51,40.79,0,"WYOMING"
1999,51,40.79,0,"WYOMING"
2000,51,40.79,0,"WYOMING"
2001,51,40.27,0,"WYOMING"
2002,51,39.76,0,"WYOMING"
2003,51,36.05,0,"WYOMING"
2004,51,36.05,0,"WYOMING"
2005,51,36.05,0,"WYOMING"
2006,51,35.7,0,"WYOMING"
2007,51,35.7,0,"WYOMING"
2008,51,35.35,0,"WYOMING"
2009,51,35.35,0,"WYOMING"
2010,51,35,0,"WYOMING"
2011,51,35,0,"WYOMING"
2012,51,35,0,"WYOMING"
2013,51,40.79,0,"WYOMING"
2014,51,40.79,0,"WYOMING"
2015,51,40.79,0,"WYOMING"
2016,51,40.79,0,"WYOMING"
2017,51,40.79,0,"WYOMING"
2018,51,37,0,"WYOMING"
